CompoundIndex,SMILES,Sample,ZScore_A_inh
10881539,N[C@@H](Cc1cccc([N+](=O)[O-])c1)C(=O)NC1(C(=O)NCC(CC(=O)O)c2ccc(Cl)cc2)CCCCCC1,Sigma-A-inh,17.79442382
9347731,NCC(Cc1ccccc1)C(=O)NC1(C(=O)NCC(CC(=O)O)c2ccc(Cl)cc2)CCCCCC1,Sigma-A-inh,16.55738826
145106,COc1cccc([C@H](N)CC(=O)NC2(C(=O)NCC(CC(=O)O)c3ccc(Cl)cc3)CCCCCC2)c1OC,Sigma-A-inh,14.93972637
9506401,O=C(O)CC(CNC(=O)C1(NC(=O)C2NCCS2)CCCCCC1)c1ccc(Cl)cc1,Sigma-A-inh,14.36878688
