"lib_id","cycle1","cycle2","cycle3","ctrl_ct","targ_ct","er","er_lb","er_ub"
2,1,1,1,0,4,0.93,0.09,2.36
2,1,1,2,0,1,0.29,0.01,0.59
2,1,1,3,0,3,0.72,0.06,1.77
2,1,1,4,0,3,0.72,0.06,1.77
