"lib_id","cycle1","cycle2","cycle3","ctrl_ct","targ_ct","er","er_lb","er_ub"
2,1,1,1,0,2,0.45,0.03,1.06
2,1,1,2,0,0,NA,NA,NA
2,1,1,3,0,1,0.26,0,0.53
2,1,1,4,0,1,0.26,0,0.53
